"","cell","TissueType","OncoTree1","OncoTree2","OncoTree3","OncoTree4","TNBC","name","source","celloidx","celloacs","cid","ot2","ot3","ot4","ot1","link"
"1730","u-698-m","blood;leukemia","Blood","Leukemia (LEUK)","","","","U-698-M;U698M","gdscDec15;mdaMills;gdsc1;gdsc2","U-698-M","CVCL_0017","u-698-m","leukemia","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-698-m_cvcl_0017.html' target='_blank'>details</a>"
"1731","u-87mg-atcc","central_nervous_system: astrocytoma;GBM;central_nervous_system;nervous_system;Glioblastoma","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);astrocytoma","","","U-87 MG;U-87-MG;U87MG;U-87MG ATCC","ccle;gdscDec15;achilles;gdsc1;gdsc2;ancats","U-87MG ATCC","CVCL_0022","u-87mg-atcc","diffuse glioma;glioma","astrocytoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-87mg-atcc_cvcl_0022.html' target='_blank'>details</a>"
"1732","u-937","haematopoietic_and_lymphoid_tissue: diffuse_large_B_cell_lymphoma;pleural_effusion","Lymph;Blood","Non-Hodgkin's Lymphoma (NHL);AML","B-Cell Lymphoma (BCL)","Diffuse Large B-Cell Lymphoma (DLBCL)","","U-937;U937","ccle;achilles","U-937","CVCL_0007","u-937","non-hodgkin's lymphoma;aml","b-cell lymphoma","diffuse large b-cell lymphoma","Lymph;Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-937_cvcl_0007.html' target='_blank'>details</a>"
"1733","u-blc1","urinary_tract: transitional_cell_carcinoma;Urinary Tract","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA);Bladder Carcinoma","Bladder Transitional Cell","","","U-BLC1;UBLC1","ccle;prism","U-BLC1","CVCL_2738","u-blc1","bladder urothelial carcinoma;bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-blc1_cvcl_2738.html' target='_blank'>details</a>"
"1734","u-ch1","","Bone","Chordoma (CHDM)","","","","U-CH1","gdscDec15","U-CH1","CVCL_4988","u-ch1","chordoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-ch1_cvcl_4988.html' target='_blank'>details</a>"
"1735","u-ch2","bone","Bone","Chordoma ;chordoma;Chordoma","chordoma_sacral","","","U-CH2;UCH2","gdscDec15;achilles;gdsc2","U-CH2","CVCL_4989","u-ch2","chordoma ;chordoma","chordoma sacral","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-ch2_cvcl_4989.html' target='_blank'>details</a>"
"1736","u-ho1","pleural_effusion","Lymph","hodgkin_lymphoma","","","","UHO1","achilles","U-HO1","CVCL_2220","u-ho1","hodgkin lymphoma","","","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u-ho1_cvcl_2220.html' target='_blank'>details</a>"
"1737","u266b1","haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma;myeloma;Plasma cell myeloma","Blood","Multiple Myeloma (MM)","","","","U266B1;U-266","ccle;gdscDec15;mdaMills;gdsc1;gdsc2;ancats","U266B1","CVCL_0566","u266b1","multiple myeloma","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u266b1_cvcl_0566.html' target='_blank'>details</a>"
"1738","u2os","bone: osteosarcoma;Bone;bone","Bone","Osteosarcoma (OS);Osteosarcoma;osteosarcoma","","","","U-2 OS;U-2-OS;U2OS","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","U2OS","CVCL_0042","u2os","osteosarcoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/u2os_cvcl_0042.html' target='_blank'>details</a>"
"1739","uacc-257","melanoma;skin: malignant_melanoma;SKCM;Skin;skin","Skin","Melanoma (MEL);Melanoma;melanoma","","","","ME:UACC-257;UACC-257;UACC257","nci60;ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","UACC-257","CVCL_1779","uacc-257","melanoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uacc-257_cvcl_1779.html' target='_blank'>details</a>"
"1740","uacc-62","melanoma;skin: malignant_melanoma;SKCM;Skin;skin","Skin","Melanoma (MEL);Melanoma;melanoma","","","","ME:UACC-62;UACC-62;UACC62","nci60;ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","UACC-62","CVCL_1780","uacc-62","melanoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uacc-62_cvcl_1780.html' target='_blank'>details</a>"
"1741","uacc-732","breast","Breast","","","","","UACC732","mdaMills","UACC-732","CVCL_4050","uacc-732","","","","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uacc-732_cvcl_4050.html' target='_blank'>details</a>"
"1742","uacc-812","breast: ductal_carcinoma;breast","Breast","Breast Carcinoma (BRCA)","Breast Invasive Ductal Carcinoma (IDC)","","","UACC-812;UACC812","ccle;gdscDec15;mdaMills;gdsc1;gdsc2","UACC-812","CVCL_1781","uacc-812","breast carcinoma","breast invasive ductal carcinoma","","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uacc-812_cvcl_1781.html' target='_blank'>details</a>"
"1743","uacc-893","breast: ductal_carcinoma;BRCA;breast","Breast","Breast Carcinoma (BRCA)","Breast Invasive Ductal Carcinoma (IDC)","","","UACC-893;UACC893","ccle;gdscDec15;mdaMills;gdsc1;gdsc2","UACC-893","CVCL_1782","uacc-893","breast carcinoma","breast invasive ductal carcinoma","","Breast","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uacc-893_cvcl_1782.html' target='_blank'>details</a>"
"1744","ud-scc-2","","Head_Neck","Head and Neck Squamous Cell Carcinoma (HNSC)","","","","UDSCC2","gdscDec15","UD-SCC-2","CVCL_E325","ud-scc-2","head and neck squamous cell carcinoma","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ud-scc-2_cvcl_e325.html' target='_blank'>details</a>"
"1745","uiso-mcc-1","","Skin","Merkel Cell Carcinoma (MCC)","","","","UISO-MCC-1","gdscDec15","UISO-MCC-1","CVCL_E996","uiso-mcc-1","merkel cell carcinoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uiso-mcc-1_cvcl_e996.html' target='_blank'>details</a>"
"1746","um-chor1","bone","Bone","chordoma","","","","UMCHOR1","achilles","UM-Chor1","CVCL_1D68","um-chor1","chordoma","","","Bone","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-chor1_cvcl_1d68.html' target='_blank'>details</a>"
"1747","um-rc-2","kidney: clear_cell_renal_cell_carcinoma","Kidney","Renal Cell Carcinoma (RCC)","Renal Clear Cell Carcinoma (CCRCC)","","","UMRC2","ccle","UM-RC-2","CVCL_2739","um-rc-2","renal cell carcinoma","renal clear cell carcinoma","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-rc-2_cvcl_2739.html' target='_blank'>details</a>"
"1748","um-rc-6","kidney: renal_cell_carcinoma","Kidney","Renal Cell Carcinoma (RCC)","","","","UMRC6","ccle","UM-RC-6","CVCL_2741","um-rc-6","renal cell carcinoma","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-rc-6_cvcl_2741.html' target='_blank'>details</a>"
"1749","um-scc-1","head and neck","Head_Neck","","","","","UMSCC1","mdaMills","UM-SCC-1","CVCL_7707","um-scc-1","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-1_cvcl_7707.html' target='_blank'>details</a>"
"1750","um-scc-10a","head and neck","Head_Neck","","","","","UMSCC10A","mdaMills","UM-SCC-10A","CVCL_7713","um-scc-10a","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-10a_cvcl_7713.html' target='_blank'>details</a>"
"1751","um-scc-11b","head and neck","Head_Neck","","","","","UMSCC11B","mdaMills","UM-SCC-11B","CVCL_7716","um-scc-11b","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-11b_cvcl_7716.html' target='_blank'>details</a>"
"1752","um-scc-12","head and neck","Head_Neck","","","","","UMSCC12","mdaMills","UM-SCC-12","CVCL_7717","um-scc-12","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-12_cvcl_7717.html' target='_blank'>details</a>"
"1753","um-scc-14b","head and neck","Head_Neck","","","","","UMSCC14B","mdaMills","UM-SCC-14B","CVCL_7720","um-scc-14b","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-14b_cvcl_7720.html' target='_blank'>details</a>"
"1754","um-scc-17a","head and neck","Head_Neck","","","","","UMSCC17A","mdaMills","UM-SCC-17A","CVCL_7724","um-scc-17a","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-17a_cvcl_7724.html' target='_blank'>details</a>"
"1755","um-scc-17b","Laryngeal squamous cell carcinoma","Head_Neck","","","","","UM-SCC-17B","ancats","UM-SCC-17B","CVCL_7725","um-scc-17b","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-17b_cvcl_7725.html' target='_blank'>details</a>"
"1756","um-scc-19","head and neck","Head_Neck","","","","","UMSCC19","mdaMills","UM-SCC-19","CVCL_7727","um-scc-19","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-19_cvcl_7727.html' target='_blank'>details</a>"
"1757","um-scc-22a","head and neck","Head_Neck","","","","","UMSCC22A","mdaMills","UM-SCC-22A","CVCL_7731","um-scc-22a","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-22a_cvcl_7731.html' target='_blank'>details</a>"
"1758","um-scc-38","head and neck","Head_Neck","","","","","UMSCC38","mdaMills","UM-SCC-38","CVCL_7749","um-scc-38","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-38_cvcl_7749.html' target='_blank'>details</a>"
"1759","um-scc-4","head and neck","Head_Neck","","","","","UMSCC4","mdaMills","UM-SCC-4","CVCL_7751","um-scc-4","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-4_cvcl_7751.html' target='_blank'>details</a>"
"1760","um-scc-47","head and neck;Tongue squamous cell carcinoma","Head_Neck","","","","","UMSCC47;UM-SCC-47","mdaMills;ancats","UM-SCC-47","CVCL_7759","um-scc-47","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-47_cvcl_7759.html' target='_blank'>details</a>"
"1761","um-scc-5","head and neck","Head_Neck","","","","","UMSCC5","mdaMills","UM-SCC-5","CVCL_7762","um-scc-5","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-5_cvcl_7762.html' target='_blank'>details</a>"
"1762","um-scc-6","head and neck","Head_Neck","","","","","UMSCC6","mdaMills","UM-SCC-6","CVCL_7773","um-scc-6","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-6_cvcl_7773.html' target='_blank'>details</a>"
"1763","um-scc-7","head and neck","Head_Neck","","","","","UMSCC7","mdaMills","UM-SCC-7","CVCL_7776","um-scc-7","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-7_cvcl_7776.html' target='_blank'>details</a>"
"1764","um-scc-74a","head and neck","Head_Neck","","","","","UMSCC74A","mdaMills","UM-SCC-74A","CVCL_7779","um-scc-74a","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-74a_cvcl_7779.html' target='_blank'>details</a>"
"1765","um-scc-8","head and neck","Head_Neck","","","","","UMSCC8","mdaMills","UM-SCC-8","CVCL_7781","um-scc-8","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-8_cvcl_7781.html' target='_blank'>details</a>"
"1766","um-scc-81a","head and neck","Head_Neck","","","","","UMSCC81A","mdaMills","UM-SCC-81A","CVCL_7783","um-scc-81a","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-scc-81a_cvcl_7783.html' target='_blank'>details</a>"
"1767","um-uc-1","urinary_tract: transitional_cell_carcinoma;Urinary Tract;lymph_node","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA);Bladder Carcinoma;bladder_carcinoma","Bladder Transitional Cell;bladder_transitional_cell","","","UM-UC-1;UMUC1","ccle;prism;achilles","UM-UC-1","CVCL_2743","um-uc-1","bladder urothelial carcinoma;bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-1_cvcl_2743.html' target='_blank'>details</a>"
"1768","um-uc-10","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC10","achilles","UM-UC-10","CVCL_2744","um-uc-10","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-10_cvcl_2744.html' target='_blank'>details</a>"
"1769","um-uc-11","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC11","achilles","UM-UC-11","CVCL_2745","um-uc-11","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-11_cvcl_2745.html' target='_blank'>details</a>"
"1770","um-uc-12","bladder","Bladder_Urinary_Tract","","","","","UMUC12","mdaMills","UM-UC-12","CVCL_S992","um-uc-12","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-12_cvcl_s992.html' target='_blank'>details</a>"
"1771","um-uc-13","lymph_node;bladder","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC13","achilles;mdaMills","UM-UC-13","CVCL_2746","um-uc-13","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-13_cvcl_2746.html' target='_blank'>details</a>"
"1772","um-uc-14","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC14","achilles","UM-UC-14","CVCL_2747","um-uc-14","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-14_cvcl_2747.html' target='_blank'>details</a>"
"1773","um-uc-15","bladder","Bladder_Urinary_Tract","","","","","UMUC15","mdaMills","UM-UC-15","CVCL_R742","um-uc-15","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-15_cvcl_r742.html' target='_blank'>details</a>"
"1774","um-uc-16","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC16","achilles","UM-UC-16","CVCL_2748","um-uc-16","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-16_cvcl_2748.html' target='_blank'>details</a>"
"1775","um-uc-17","bladder","Bladder_Urinary_Tract","","","","","UMUC17","mdaMills","UM-UC-17","CVCL_R743","um-uc-17","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-17_cvcl_r743.html' target='_blank'>details</a>"
"1776","um-uc-3","urinary_tract: transitional_cell_carcinoma;BLCA;urinary_tract;urogenital_system;Bladder carcinoma","Bladder_Urinary_Tract","Bladder Urothelial Carcinoma (BLCA);bladder_carcinoma","bladder_transitional_cell","","","UM-UC-3;UMUC3","ccle;gdscDec15;achilles;gdsc1;gdsc2;ancats","UM-UC-3","CVCL_1783","um-uc-3","bladder urothelial carcinoma;bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-3_cvcl_1783.html' target='_blank'>details</a>"
"1777","um-uc-3-lul-2","Bladder carcinoma","Bladder_Urinary_Tract","","","","","UM-UC-3-LuL-2","ancats","UM-UC-3-LuL-2","CVCL_VL58","um-uc-3-lul-2","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-3-lul-2_cvcl_vl58.html' target='_blank'>details</a>"
"1778","um-uc-5","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_squamous","","","UMUC5","achilles","UM-UC-5","CVCL_2750","um-uc-5","bladder carcinoma","bladder squamous","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-5_cvcl_2750.html' target='_blank'>details</a>"
"1779","um-uc-6","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC6","achilles","UM-UC-6","CVCL_2751","um-uc-6","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-6_cvcl_2751.html' target='_blank'>details</a>"
"1780","um-uc-7","urinary_tract","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC7","achilles","UM-UC-7","CVCL_2752","um-uc-7","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-7_cvcl_2752.html' target='_blank'>details</a>"
"1781","um-uc-9","urinary_tract;bladder","Bladder_Urinary_Tract","bladder_carcinoma","bladder_transitional_cell","","","UMUC9","achilles;mdaMills","UM-UC-9","CVCL_2753","um-uc-9","bladder carcinoma","bladder transitional cell","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/um-uc-9_cvcl_2753.html' target='_blank'>details</a>"
"1782","umc-11","NOT_TCGA;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC)","Lung Carcinoid (LUCA)","","","UMC-11","gdscDec15;gdsc1;gdsc2","UMC-11","CVCL_1784","umc-11","non-small cell lung cancer","lung carcinoid","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/umc-11_cvcl_1784.html' target='_blank'>details</a>"
"1783","uo-31","renal;Kidney;KIRC;kidney","Kidney","Renal Cell Carcinoma (RCC);Renal Cell Carcinoma","","","","RE:UO-31;UO31;U031","nci60;ccle;gdscDec15;prism;mdaMills;gdsc1;gdsc2","UO-31","CVCL_1911","uo-31","renal cell carcinoma","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uo-31_cvcl_1911.html' target='_blank'>details</a>"
"1784","uok101","kidney: clear_cell_renal_cell_carcinoma;kidney","Kidney","Renal Cell Carcinoma (RCC);renal_cell_carcinoma","Renal Clear Cell Carcinoma (CCRCC)","","","UOK101","ccle;achilles","UOK101","CVCL_B076","uok101","renal cell carcinoma","renal clear cell carcinoma","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok101_cvcl_b076.html' target='_blank'>details</a>"
"1785","uok102","Clear cell renal cell carcinoma","Kidney","","","","","UOK102","ancats","UOK102","CVCL_B080","uok102","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok102_cvcl_b080.html' target='_blank'>details</a>"
"1786","uok109","Renal cell carcinoma associated with Xp11.2 translocations/TFE3 gene fusions","Kidney","","","","","UOK109","ancats","UOK109","CVCL_B087","uok109","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok109_cvcl_b087.html' target='_blank'>details</a>"
"1787","uok120","Papillary renal cell carcinoma","Kidney","","","","","UOK120","ancats","UOK120","CVCL_B099","uok120","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok120_cvcl_b099.html' target='_blank'>details</a>"
"1788","uok121","Renal cell carcinoma","Kidney","","","","","UOK121","ancats","UOK121","CVCL_B100","uok121","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok121_cvcl_b100.html' target='_blank'>details</a>"
"1789","uok122","Clear cell renal cell carcinoma","Kidney","","","","","UOK122","ancats","UOK122","CVCL_B102","uok122","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok122_cvcl_b102.html' target='_blank'>details</a>"
"1790","uok124","Papillary renal cell carcinoma","Kidney","","","","","UOK124","ancats","UOK124","CVCL_B105","uok124","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok124_cvcl_b105.html' target='_blank'>details</a>"
"1791","uok130","Renal cell carcinoma","Kidney","","","","","UOK130","ancats","UOK130","CVCL_B112","uok130","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok130_cvcl_b112.html' target='_blank'>details</a>"
"1792","uok139","Renal cell carcinoma","Kidney","","","","","UOK139","ancats","UOK139","CVCL_B118","uok139","","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/uok139_cvcl_b118.html' target='_blank'>details</a>"
